"","id_num","wave","StartDate","EndDate","duration","ResponseId","def","crime","terror","poor","health","econ","abort","unemploy","blkaid","adopt","imm","vaccines","guns","djt","interest","friends_1","friends_2","friends_3","friends_4","friends_5","tense","death","ewry","values","ideo","partyid","votereport","gender","ethnic","edu","inc","age","state","relig","voting","climate","check","beh_att_1","beh_att_2","beh_att_3","beh_identity","virusthreat","quarantine","sickleave","fourth","id","voting_string","voting_factor"
"6337",396,14,2019-11-11 18:07:22,2019-11-11 18:08:56,94,"R_3NDSUFzfwZYgB76",3,6,3,4,5,5,4,4,3,3,4,2,3,3,3,7,7,7,7,7,5,7,5,7,4,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1N2FZEJviAajYdx",NA,"Other"
"6338",201,14,2019-11-11 18:52:20,2019-11-11 18:53:50,89,"R_1GWetIp5PKmnmKY",4,7,4,7,7,7,1,7,6,7,4,6,1,3,6,7,7,7,7,7,1,1,1,4,4,7,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_VVXyBCGFvcvENpv",NA,"Trump"
"6339",244,14,2019-11-11 19:27:56,2019-11-11 19:30:06,129,"R_UbbXA6yYqjiY63L",4,4,4,4,7,4,4,4,1,7,4,1,1,4,1,7,3,5,3,5,1,7,7,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_UMY6SFPydmPNMPv",NA,"Clinton"
"6340",20,14,2019-11-11 19:29:16,2019-11-11 19:32:44,208,"R_3Gv5gLPopXPdDpi",4,4,4,7,7,4,4,7,3,7,4,2,4,4,7,6,2,5,2,5,6,5,7,7,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_WlcbMGz42DPZA3L",NA,"Other"
"6341",132,14,2019-11-11 19:51:55,2019-11-11 19:55:17,202,"R_2ayonTIBMVLoHRg",4,4,3,5,5,5,3,4,4,7,2,1,1,3,3,5,5,5,5,5,1,3,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2Uits2irmleQoy7",NA,"Other"
"6342",373,14,2019-11-11 20:18:45,2019-11-11 20:21:41,176,"R_3n9mfGPir5yQIEP",7,7,7,7,7,7,4,7,7,7,7,1,1,4,5,7,7,7,7,7,4,1,7,7,5,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_DNrzMlrobVsEPuN",NA,"Other"
"6343",17,14,2019-11-11 20:21:36,2019-11-11 20:24:37,180,"R_3JmYCjSy57RAo2x",1,2,1,7,7,6,4,6,4,7,1,1,2,4,4,6,2,3,2,6,4,6,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2atU5D8zltL37WQ",NA,"Clinton"
"6344",491,14,2019-11-11 21:10:22,2019-11-11 21:12:37,135,"R_Op6QYTqYR8XGItb",4,6,4,4,7,4,4,4,4,2,4,2,2,4,2,7,1,7,5,7,2,5,7,7,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1f93Q6ronCHN3PF",NA,"Other"
"6345",242,14,2019-11-12 00:27:23,2019-11-12 00:30:53,209,"R_10MnqvNacjJf5oS",4,4,3,7,7,7,4,7,6,7,4,2,1,4,4,7,5,7,5,7,5,6,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_Y9ba2K4wYoQKNbz",NA,"Clinton"
"6346",34,14,2019-11-12 01:22:50,2019-11-12 01:25:00,130,"R_1I66kvMGL8fI7Ee",1,1,1,7,7,7,4,7,7,7,1,1,1,4,7,6,2,4,2,6,6,5,5,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2QGuVhE0MxLmfYl",NA,"Clinton"
"6347",359,14,2019-11-12 11:12:05,2019-11-12 11:15:10,185,"R_2YJt7US9Mr3aupV",3,4,4,4,4,5,2,3,3,NA,3,6,1,4,2,NA,NA,NA,NA,NA,1,2,1,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1IowcSaYb4Tvype",NA,"Other"
"6348",411,14,2019-11-12 14:13:00,2019-11-12 14:14:45,104,"R_1opPiu39kCxYnS4",7,7,7,4,4,1,2,7,4,4,7,5,7,1,7,1,7,6,7,7,1,2,2,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_b3KWEakxku29VZv",NA,"Trump"
"6349",447,14,2019-11-12 14:42:07,2019-11-12 14:44:40,152,"R_1d6NKP3HhGJyrvC",4,4,4,4,3,3,1,4,4,1,4,1,4,4,1,7,7,7,7,7,3,3,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2cjW9wH2s1QJdU1",NA,"Other"
"6350",241,14,2019-11-12 16:00:20,2019-11-12 16:04:08,227,"R_5nkrx2IQsgX9F5v",3,3,5,5,1,6,4,3,3,7,5,3,3,4,3,7,7,7,7,7,2,3,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2dYjxrTiGMN3V0N",NA,"Other"
"6351",48,14,2019-11-12 17:39:31,2019-11-12 17:40:49,78,"R_1hSVrm7hHSeIJI0",1,2,2,7,7,5,4,6,7,7,1,1,1,4,5,5,1,2,1,4,2,6,5,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_tLmNWN08JphOdeF",NA,"Clinton"
"6352",233,14,2019-11-12 19:02:52,2019-11-12 19:05:00,128,"R_2wREkjkLYyfh61R",6,7,7,7,6,1,2,5,7,6,3,5,5,3,3,6,1,2,4,2,3,6,6,6,2,4,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_cYfIB4M6RmGBj4B",NA,"Trump"
"6353",136,14,2019-11-12 19:05:07,2019-11-12 19:06:16,69,"R_A6BHy66SLTcke0F",3,2,4,7,5,3,3,7,6,6,2,2,1,4,4,4,4,4,3,4,6,5,7,6,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_DP1zNt3sp8YDDRD",NA,"Other"
"6354",212,14,2019-11-12 20:33:32,2019-11-12 20:35:26,113,"R_2tLoi7qBZybzLRK",3,4,2,5,7,5,4,6,5,7,3,1,3,4,5,5,3,6,3,7,2,7,2,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1f6OuWijE5WZSrf",NA,"Clinton"
"6355",186,14,2019-11-12 21:22:03,2019-11-12 21:24:36,152,"R_2dhXLyofNupaF3x",4,7,4,4,4,7,2,4,4,NA,4,4,4,NA,4,5,5,5,NA,1,1,1,1,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3Rgr1F4LbbduJO6",NA,"Trump"
"6356",331,14,2019-11-12 21:22:45,2019-11-12 21:24:38,113,"R_27QosqnSjOoYJua",4,5,4,2,4,4,2,2,1,4,6,1,4,2,4,2,5,4,5,3,1,1,2,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_BEvk68HOtxaoOaJ",NA,"Trump"
"6357",478,14,2019-11-12 22:50:58,2019-11-12 22:53:26,148,"R_s5cXxrh5eZ5ytCp",1,4,1,6,7,3,4,3,3,7,1,1,3,4,6,4,1,4,3,5,5,1,7,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_XzFQ8HSUTFIyg7v",NA,"Other"
"6358",61,14,2019-11-13 06:25:59,2019-11-13 06:27:55,115,"R_24v1b46p82ptOXw",3,4,3,5,7,4,2,4,5,5,4,5,5,3,6,2,7,7,7,5,5,3,3,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1CfjBctZ6ECzpHJ",NA,"Trump"
"6359",350,14,2019-11-13 14:52:35,2019-11-13 14:54:54,138,"R_3RkCbVTWlgAkp7Q",3,7,4,4,4,4,2,4,1,4,7,4,4,1,7,1,7,7,7,5,2,1,7,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2pSSKg7Tt3CApkc",NA,"Other"
"6360",384,14,2019-11-13 15:51:36,2019-11-13 15:55:07,210,"R_e9dEJJlcxSTmKPf",1,3,2,7,7,7,4,6,7,7,3,1,2,1,5,7,4,6,5,6,5,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_yIvYiBN6ikkWy1H",NA,"Other"
"6361",540,15,2019-11-20 20:53:31,2019-11-20 20:55:02,91,"R_2mnk6CuXdFzdorf",1,1,1,7,7,7,4,7,7,7,1,1,1,4,1,7,7,7,7,7,1,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3JDEH19ahdhO1ge",NA,"Other"
"6362",518,15,2019-11-20 20:53:42,2019-11-20 20:54:57,75,"R_239OUU1mQmdVDTd",2,4,2,5,4,4,3,4,3,4,4,4,1,4,5,4,4,4,4,4,1,1,2,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2fs1lWywjdFAoGn",NA,"Other"
"6363",230,15,2019-11-20 20:53:47,2019-11-20 20:56:26,159,"R_2zHiRxvQUTve5Sw",5,5,6,4,3,2,1,3,3,1,7,1,4,1,7,7,7,7,7,7,1,1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_rcMXWN2sY9Wol1f",NA,"Trump"
"6364",69,15,2019-11-20 20:53:52,2019-11-20 21:02:40,528,"R_2dxWyIIpnNRLjD9",7,7,7,4,5,4,1,6,1,7,7,7,7,1,7,1,7,1,7,1,1,6,4,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_vwMIznkZLHqoFgt",NA,"Trump"
"6365",368,15,2019-11-20 20:53:53,2019-11-20 20:58:53,299,"R_3fBqTiMf2nM9JNb",4,5,4,4,4,5,4,4,4,7,3,2,2,4,1,7,7,7,7,7,4,6,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1feKr70RddFWkVZ",NA,"Other"
"6366",363,15,2019-11-20 20:54:01,2019-11-20 20:55:58,117,"R_1DSYvwH8RN11aXc",1,6,1,7,7,7,4,7,7,7,1,3,2,4,6,5,1,3,2,6,5,5,7,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2tzd4tATndI4g9W",NA,"Clinton"
"6367",214,15,2019-11-20 20:54:02,2019-11-20 20:55:20,78,"R_ueR3VGX472Yt1Jv",3,4,3,4,4,4,4,4,5,7,3,1,1,4,6,6,2,5,2,6,4,3,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_ZkFbGPJcUNN5bXz",NA,"Other"
"6368",207,15,2019-11-20 20:54:04,2019-11-20 20:55:43,98,"R_2e2OhAmlNjm4Pwf",6,5,6,1,4,5,2,1,1,4,7,3,4,1,7,3,5,4,5,2,2,1,4,5,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1KSVxAbXjNlu5Al",NA,"Trump"
"6369",283,15,2019-11-20 20:54:07,2019-11-20 20:57:00,173,"R_1fl2VErjEdQZFrn",4,4,4,6,4,4,2,4,3,7,7,2,3,2,7,4,7,7,7,4,1,5,7,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_116JBHWBiB1k2Fa",NA,"Other"
"6370",248,15,2019-11-20 20:54:07,2019-11-20 20:57:17,190,"R_3qEVR36zo3HYika",7,3,7,7,7,7,4,7,7,7,7,1,1,4,5,5,2,3,5,6,6,2,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"R_00A0gwBx63DxWmt",NA,"Clinton"
"6371",350,15,2019-11-20 20:54:08,2019-11-20 20:56:29,141,"R_pMmHqWuyy6csDxD",4,7,4,4,7,4,2,4,1,4,7,4,4,1,7,5,7,7,7,2,1,1,7,7,6,4,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2pSSKg7Tt3CApkc",NA,"Other"
"6372",529,15,2019-11-20 20:54:09,2019-11-20 21:03:32,562,"R_3HwDI9Cnr6TWoFf",3,4,4,4,6,4,4,4,4,7,4,3,3,4,3,7,7,7,7,7,5,3,5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3dM5HKHsh9QH3dG",NA,"Other"
"6373",362,15,2019-11-20 20:54:26,2019-11-20 20:56:01,94,"R_29i6LqMA0mvhW4L",1,4,1,5,7,4,4,6,4,7,1,1,1,4,7,7,5,7,5,7,5,5,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_ROhVTz9ITOhqaTD",NA,"Clinton"
"6374",494,15,2019-11-20 20:54:26,2019-11-20 20:58:33,247,"R_1po2hR3XT3SKqKg",1,4,1,7,1,7,1,4,7,1,1,7,7,4,4,1,1,1,1,1,3,1,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_bP1FypnjJReGp5n",NA,"Other"
"6375",76,15,2019-11-20 20:54:29,2019-11-20 20:56:19,109,"R_2RRn3uBF1DY5P6f",5,4,4,4,4,4,1,4,4,4,4,1,4,1,6,7,7,7,7,7,1,1,1,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1mxsJm6xlfowAUC",NA,"Trump"
"6376",68,15,2019-11-20 20:54:44,2019-11-20 20:57:45,181,"R_9Y1YiotLzaRS7Qd",6,4,5,4,3,4,3,4,4,7,6,1,6,2,6,2,7,7,7,4,1,4,3,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3phTgAsGQ1OxH5L",NA,"Trump"
"6377",160,15,2019-11-20 20:54:56,2019-11-20 20:59:20,263,"R_25Z5tRfUvgdFSca",6,7,7,6,7,4,2,6,4,6,7,1,3,1,6,3,7,7,7,6,2,2,7,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1Q9I74INfHSDQsM",NA,"Trump"
"6378",299,15,2019-11-20 20:55:22,2019-11-20 21:05:14,591,"R_27x88bkAz3gNfzg",4,5,4,4,4,4,3,4,4,2,4,2,2,2,5,6,6,6,6,6,1,2,2,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_bHQxmwASx0rhwPv",NA,"Trump"
"6379",127,15,2019-11-20 20:55:25,2019-11-20 20:58:51,205,"R_eWgBE5h9isqpcbL",4,5,5,4,5,4,4,4,4,7,4,1,3,2,1,7,7,7,7,7,1,7,7,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3jT1RULxa1MFdPK",NA,"Trump"
"6380",126,15,2019-11-20 20:55:27,2019-11-20 20:57:00,93,"R_UKJl70vbrRjpBUR",4,4,4,4,3,4,3,4,3,7,4,1,3,2,5,4,6,5,6,4,3,3,3,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2uy4crVInlbvKUj",NA,"Trump"
"6381",237,15,2019-11-20 20:55:35,2019-11-20 20:58:14,159,"R_urGJVojgslDLes9",4,7,4,1,4,1,2,1,1,7,7,1,7,2,7,2,7,3,6,2,1,2,2,7,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_21udSytFeCIoF8c",NA,"Trump"
"6382",243,15,2019-11-20 20:55:38,2019-11-20 20:57:59,140,"R_XXsBMGbeP2nASbf",4,4,4,4,4,4,2,4,4,NA,4,2,3,3,5,6,6,6,6,6,5,5,5,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_sA58NlxWXAmLLep",NA,"Other"
"6383",374,15,2019-11-20 20:55:41,2019-11-20 21:01:25,343,"R_2ASG4fvJQgdaGut",3,4,3,4,5,4,4,4,4,7,4,1,1,4,6,7,7,7,7,7,1,5,5,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2uX4znUzjbGuTJX",NA,"Clinton"
"6384",340,15,2019-11-20 20:55:45,2019-11-20 21:02:23,398,"R_3prmBqV97al1NTe",4,4,4,5,5,3,2,3,4,3,5,3,3,NA,4,5,5,5,5,6,3,3,6,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_20TE7vK8cxCINJR",NA,"Clinton"
"6385",199,15,2019-11-20 20:56:00,2019-11-20 20:58:05,125,"R_wXjAhvo8oudKTZv",5,4,5,7,6,6,2,7,5,7,1,1,4,4,1,7,7,7,7,7,5,7,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1GCfv4jWmOsMiiD",NA,"Other"
"6386",469,15,2019-11-20 20:56:12,2019-11-20 21:01:05,292,"R_1oFioJcH6cENRva",4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3nAFBzXns1wjfqJ",NA,"Other"
"6387",62,15,2019-11-20 20:56:13,2019-11-20 21:03:56,463,"R_2TGhs5ZcOpMKuFT",2,4,3,4,7,4,4,4,5,7,4,1,1,4,7,7,2,5,2,7,3,6,3,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3OozutpGEVMx7T5",NA,"Clinton"
"6388",35,15,2019-11-20 20:56:19,2019-11-20 21:04:44,505,"R_2EbCNhT8HHMCQzZ",2,4,4,4,5,3,2,4,NA,5,5,1,2,NA,3,5,5,7,6,5,3,3,3,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1JEpcEU4nufihZz",NA,"Trump"
"6389",394,15,2019-11-20 20:56:26,2019-11-20 20:58:47,141,"R_VLwmxtX4yqk0Ddv",4,4,4,4,4,4,4,4,4,2,2,1,3,2,7,7,7,7,7,7,2,2,2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_25NJchy2XQ0Jwz6",NA,"Trump"
"6390",496,15,2019-11-20 20:56:27,2019-11-20 21:00:16,229,"R_3rVxCYiFFDPdFEd",4,5,3,5,4,4,2,4,5,7,3,1,1,4,2,4,4,4,4,4,3,1,4,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1HkNb13Oo6Jv2HA",NA,"Other"
"6391",106,15,2019-11-20 20:56:29,2019-11-20 20:59:01,152,"R_UF6wKnAbLmIDJHX",2,6,2,2,2,1,4,2,1,7,2,2,2,2,2,2,5,3,5,4,5,1,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3HRhB7Y2VET0z8E",NA,"Trump"
"6392",487,15,2019-11-20 20:56:34,2019-11-20 20:58:42,127,"R_eLQEbIPIheDiijv",5,4,4,4,4,4,2,4,1,1,5,1,3,2,6,2,7,6,7,2,3,1,3,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1plJyb0khylur8Z",NA,"Other"
"6393",506,15,2019-11-20 20:56:42,2019-11-20 20:59:08,146,"R_r0SRRLWYpiT6jV7",NA,4,2,7,7,5,4,6,6,7,2,1,1,4,2,6,2,NA,2,4,4,5,5,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1pngXMdKUNBQ7Y7",NA,"Other"
"6394",223,15,2019-11-20 20:57:23,2019-11-20 20:59:38,135,"R_3qR02wOvWbtnWDV",5,5,5,5,7,6,2,5,4,5,5,2,2,NA,2,2,6,6,5,4,5,2,7,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3R4o3hmGy3wO5M7",NA,"Trump"
"6395",81,15,2019-11-20 20:57:31,2019-11-20 20:59:12,101,"R_1guOuhy4mj2HaEw",3,5,4,2,3,4,1,4,1,3,5,3,2,2,4,7,7,7,7,7,1,1,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_5sBkLObwUXcyO1b",NA,"Trump"
"6396",327,15,2019-11-20 20:57:34,2019-11-20 20:58:53,79,"R_2WS7qoOxnpWZYwu",6,4,4,4,4,4,3,4,1,5,4,6,4,1,7,2,7,7,7,4,1,1,1,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_23azutfcB1UjWrs",NA,"Trump"
"6397",36,15,2019-11-20 20:57:41,2019-11-20 20:59:06,84,"R_1d4wL7Z0IeB8YGW",2,2,1,7,7,7,4,7,7,7,4,1,1,4,7,7,7,7,7,7,1,1,5,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3kNu2djqeykNFA8",NA,"Trump"
"6398",94,15,2019-11-20 20:57:45,2019-11-20 20:59:54,128,"R_SCdtcOnyFkUbYeB",2,3,2,4,6,6,4,4,4,7,4,1,6,3,6,6,6,6,6,6,3,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3JsLmSYV061fGug",NA,"Trump"
"6399",52,15,2019-11-20 20:57:53,2019-11-20 21:01:22,208,"R_PFD1riIZcXXNLGN",5,4,3,7,7,4,3,7,1,7,5,1,7,4,6,NA,NA,NA,NA,NA,2,6,5,6,3,3,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3Du72p6oFK6nQjJ",NA,"Trump"
"6400",367,15,2019-11-20 20:58:26,2019-11-20 21:06:37,491,"R_2s5pyOjyo2Nb7Js",4,4,2,6,6,3,4,5,5,1,3,1,3,4,4,5,3,4,3,5,3,5,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2robSeYyw0niaFA",NA,"Clinton"
"6401",521,15,2019-11-20 20:58:55,2019-11-20 21:00:09,74,"R_BrGgqY6WaYmNPEd",4,4,4,4,5,4,1,4,4,4,4,3,3,NA,3,6,6,6,6,6,3,3,3,5,5,4,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_pN3F2cRqTWnAjGp",NA,"Other"
"6402",87,15,2019-11-20 20:58:59,2019-11-20 21:02:00,181,"R_2fm3WOwc5l84ANU",2,3,2,5,5,5,4,5,5,7,2,1,2,3,2,6,3,5,3,6,4,2,5,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2txv5abdUqs7Uk5",NA,"Other"
"6403",334,15,2019-11-20 20:59:05,2019-11-20 21:00:28,83,"R_1dakLGO3lEyieM2",4,4,4,4,6,4,5,4,4,7,2,5,1,4,5,7,7,7,7,7,1,2,2,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_bmhdDYoReUMWFTX",NA,"Clinton"
"6404",453,15,2019-11-20 20:59:10,2019-11-20 21:00:52,102,"R_2RX5xybTBg49Gr7",4,7,7,2,4,4,2,3,1,NA,7,1,2,1,7,7,7,7,7,7,4,4,5,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,999,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_23UhBhvbbSnoVQA",NA,"Other"
"6405",77,15,2019-11-20 20:59:13,2019-11-20 21:11:08,714,"R_3FXwjWqtp2FlKZQ",4,7,5,5,2,3,2,4,4,4,3,1,1,2,5,7,7,7,7,7,1,1,3,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_1kZbJBiEVRfqPI7",NA,"Trump"
"6406",423,15,2019-11-20 20:59:36,2019-11-20 21:03:44,247,"R_Rbq5tyrArKDPoFX",6,7,6,7,7,7,4,5,6,7,4,1,5,4,7,7,4,6,3,7,3,7,7,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,999,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_UGyvTarhejd628F",NA,"Trump"
"6407",109,15,2019-11-20 20:59:37,2019-11-20 21:01:57,139,"R_3lRhiEOwkjNPpTH",3,4,4,4,5,4,4,4,4,7,4,1,2,3,4,6,6,6,6,6,3,5,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_3O9c6SUxXEQrrpF",NA,"Other"
"6408",410,15,2019-11-20 20:59:37,2019-11-20 21:03:20,223,"R_2Tw2Y7tDqndTL8K",3,7,3,7,7,7,1,7,7,4,4,1,3,4,7,7,7,7,7,7,4,4,4,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2tg9BCdoTosqcaF",NA,"Other"
"6409",339,15,2019-11-20 20:59:40,2019-11-20 21:01:59,139,"R_1LUbFVoYTGy2RpY",7,6,7,2,6,5,3,3,2,5,7,1,1,1,7,7,7,7,7,7,1,1,2,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"R_2D1btUC7enCucIK",NA,"Clinton"
